longitude,latitude,time,u10,v10,msl,msdwlwrf,ssr
76.9000015258789,28.649999618530273,2009-01-01 00:00:00,2.2660677,0.04328102,101614.57,270.84106,-0.125
76.9000015258789,28.649999618530273,2009-01-01 01:00:00,2.323445,0.21509984,101651.586,268.92825,-0.125
76.9000015258789,28.649999618530273,2009-01-01 02:00:00,2.34772,0.23050044,101690.945,267.22162,4129.625
76.9000015258789,28.649999618530273,2009-01-01 03:00:00,2.8691912,0.18355642,101776.31,267.4563,291194.5
76.9000015258789,28.649999618530273,2009-01-01 04:00:00,2.6966178,-0.071017474,101822.875,272.1815,854730.25
76.9000015258789,28.649999618530273,2009-01-01 05:00:00,2.689777,-0.2487739,101816.19,280.01413,1373107.8
76.9000015258789,28.649999618530273,2009-01-01 06:00:00,2.8067381,-0.5964936,101777.945,288.20587,1749322.0
76.9000015258789,28.649999618530273,2009-01-01 07:00:00,2.9431195,-1.2010138,101706.73,297.66336,1927531.1
76.9000015258789,28.649999618530273,2009-01-01 08:00:00,2.9334095,-1.5175613,101589.04,301.8588,1912179.1
76.9000015258789,28.649999618530273,2009-01-01 09:00:00,2.8230686,-1.7931023,101507.2,303.66852,1695634.9
76.9000015258789,28.649999618530273,2009-01-01 10:00:00,2.7745185,-1.6808448,101435.875,303.64008,1299714.4
76.9000015258789,28.649999618530273,2009-01-01 11:00:00,1.8004291,-1.0830044,101455.836,301.96545,771910.2
76.9000015258789,28.649999618530273,2009-01-01 12:00:00,2.79438,-1.2024982,101467.99,297.73804,222963.25
76.9000015258789,28.649999618530273,2009-01-01 13:00:00,2.8464608,-0.90079474,101476.82,291.52667,224.375
76.9000015258789,28.649999618530273,2009-01-01 14:00:00,2.7608364,-0.56996,101546.2,287.5339,-0.125
76.9000015258789,28.649999618530273,2009-01-01 15:00:00,2.6273239,-0.25155714,101598.336,284.18823,-0.125
76.9000015258789,28.649999618530273,2009-01-01 16:00:00,2.3711123,-0.012754947,101633.41,281.5003,-0.125
76.9000015258789,28.649999618530273,2009-01-01 17:00:00,2.3384514,-0.06953308,101679.305,279.12527,-0.125
76.9000015258789,28.649999618530273,2009-01-01 18:00:00,2.4613712,-0.093097866,101680.07,277.21954,-0.125
76.9000015258789,28.649999618530273,2009-01-01 19:00:00,2.3686848,-0.24135193,101635.24,278.1084,-0.125
76.9000015258789,28.649999618530273,2009-01-01 20:00:00,2.2830603,-0.42912802,101637.03,276.91022,-0.125
76.9000015258789,28.649999618530273,2009-01-01 21:00:00,2.099453,-0.68667066,101607.57,275.96448,-0.125
76.9000015258789,28.649999618530273,2009-01-01 22:00:00,1.8364003,-0.6833308,101636.164,275.11118,-0.125
76.9000015258789,28.649999618530273,2009-01-01 23:00:00,1.8593512,-0.6447365,101656.28,274.1441,-0.125
76.9000015258789,28.649999618530273,2009-01-02 00:00:00,2.0178008,-0.21110734,101647.4,272.93878,-0.125
76.9000015258789,28.649999618530273,2009-01-02 01:00:00,1.9226868,0.22029524,101650.87,271.68372,-0.125
76.9000015258789,28.649999618530273,2009-01-02 02:00:00,1.8046222,0.39842275,101720.664,270.68463,3905.25
76.9000015258789,28.649999618530273,2009-01-02 03:00:00,1.8889225,0.49750617,101792.805,271.96106,286840.25
76.9000015258789,28.649999618530273,2009-01-02 04:00:00,1.2138569,0.18207203,101820.83,277.47556,845662.7
76.9000015258789,28.649999618530273,2009-01-02 05:00:00,1.0516558,0.021757275,101887.0,286.16504,1360808.2
76.9000015258789,28.649999618530273,2009-01-02 06:00:00,1.0406216,-0.53860223,101866.12,295.22076,1733386.5
76.9000015258789,28.649999618530273,2009-01-02 07:00:00,0.9755205,-1.2423913,101810.266,303.38052,1914737.8
76.9000015258789,28.649999618530273,2009-01-02 08:00:00,0.59263754,-1.3568754,101701.36,307.85327,1896602.6
76.9000015258789,28.649999618530273,2009-01-02 09:00:00,0.40748549,-1.2782024,101639.945,309.41058,1684412.6
76.9000015258789,28.649999618530273,2009-01-02 10:00:00,0.42094707,-0.76812685,101583.42,308.79193,1293699.2
76.9000015258789,28.649999618530273,2009-01-02 11:00:00,0.26514572,-0.4313546,101569.234,306.81866,770787.94
76.9000015258789,28.649999618530273,2009-01-02 12:00:00,0.3357639,-0.6529007,101582.61,302.36722,226105.5
76.9000015258789,28.649999618530273,2009-01-02 13:00:00,0.33885345,-0.6055856,101574.19,296.04565,403.875
76.9000015258789,28.649999618530273,2009-01-02 14:00:00,0.69812346,-0.354166,101722.3,292.6893,-0.125
76.9000015258789,28.649999618530273,2009-01-02 15:00:00,0.6550905,-0.27419415,101757.78,289.8485,-0.125
76.9000015258789,28.649999618530273,2009-01-02 16:00:00,0.25786322,0.15442516,101777.586,287.75433,-0.125
76.9000015258789,28.649999618530273,2009-01-02 17:00:00,-0.20446521,0.33069718,101741.695,285.15176,-0.125
76.9000015258789,28.649999618530273,2009-01-02 18:00:00,-0.493779,0.6954875,101736.18,282.53494,-0.125
76.9000015258789,28.649999618530273,2009-01-02 19:00:00,-0.6809172,0.7762015,101706.11,279.6337,-0.125
76.9000015258789,28.649999618530273,2009-01-02 20:00:00,-1.0037746,0.8988497,101696.46,277.61066,-0.125
76.9000015258789,28.649999618530273,2009-01-02 21:00:00,-0.9598591,0.9359596,101680.43,276.30936,-0.125
76.9000015258789,28.649999618530273,2009-01-02 22:00:00,-0.6696624,0.51995766,101731.23,274.97607,-0.125
76.9000015258789,28.649999618530273,2009-01-02 23:00:00,-0.6663522,0.23384035,101759.62,273.92365,-0.125
76.9000015258789,28.649999618530273,2009-01-03 00:00:00,-0.8327463,0.13234478,101711.47,273.2481,-0.125
76.9000015258789,28.649999618530273,2009-01-03 01:00:00,-1.1059504,0.5407392,101749.914,272.5655,-0.125
76.9000015258789,28.649999618530273,2009-01-03 02:00:00,-1.1695068,0.9014474,101814.24,272.00372,3770.625
76.9000015258789,28.649999618530273,2009-01-03 03:00:00,-1.1613417,1.2137272,101880.414,274.00543,284775.38
76.9000015258789,28.649999618530273,2009-01-03 04:00:00,-0.8826204,0.866193,101932.13,279.71902,841981.8
76.9000015258789,28.649999618530273,2009-01-03 05:00:00,-1.1002126,1.0341153,101977.98,288.4761,1357710.9
76.9000015258789,28.649999618530273,2009-01-03 06:00:00,-1.0761583,1.2417452,101913.55,297.13715,1732174.4
76.9000015258789,28.649999618530273,2009-01-03 07:00:00,-1.0796893,1.0771627,101824.05,300.61438,1922817.8
76.9000015258789,28.649999618530273,2009-01-03 08:00:00,-1.1578107,1.1150149,101701.67,304.0063,1909889.8
76.9000015258789,28.649999618530273,2009-01-03 09:00:00,-1.190913,1.289617,101615.08,305.80536,1699899.2
76.9000015258789,28.649999618530273,2009-01-03 10:00:00,-1.1134536,0.99663424,101587.87,306.31378,1304517.5
76.9000015258789,28.649999618530273,2009-01-03 11:00:00,-0.9530179,0.68268454,101578.42,305.14758,777162.2
76.9000015258789,28.649999618530273,2009-01-03 12:00:00,-2.143155,1.2758863,101533.39,301.54947,231537.12
