longitude,latitude,time,u10,v10,msl,msdwlwrf,ssr
76.9000015258789,28.649999618530273,1988-01-01 00:00:00,1.8440129,-0.92841613,101932.43,275.49023,0.0
76.9000015258789,28.649999618530273,1988-01-01 01:00:00,1.8740802,-0.68131435,101935.62,273.29007,0.0
76.9000015258789,28.649999618530273,1988-01-01 02:00:00,1.8501742,-0.50380075,101984.79,271.13687,4279.125
76.9000015258789,28.649999618530273,1988-01-01 03:00:00,2.0456119,-0.34536487,102027.07,272.23877,290842.25
76.9000015258789,28.649999618530273,1988-01-01 04:00:00,1.572421,-0.21254766,102084.43,279.9845,831429.75
76.9000015258789,28.649999618530273,1988-01-01 05:00:00,1.8164101,-0.21345615,102096.23,293.442,1302973.0
76.9000015258789,28.649999618530273,1988-01-01 06:00:00,2.290094,-0.28522468,102047.05,306.98618,1620247.2
76.9000015258789,28.649999618530273,1988-01-01 07:00:00,2.5887954,-0.32010967,101962.44,313.66974,1857378.2
76.9000015258789,28.649999618530273,1988-01-01 08:00:00,2.5979142,-0.3991459,101856.38,309.90167,1847171.0
76.9000015258789,28.649999618530273,1988-01-01 09:00:00,2.455957,-0.56375927,101775.34,311.8995,1665355.6
76.9000015258789,28.649999618530273,1988-01-01 10:00:00,2.4995794,-0.6449758,101760.31,310.0859,1253184.4
76.9000015258789,28.649999618530273,1988-01-01 11:00:00,1.7323694,-0.6676874,101718.6,308.4132,731763.4
76.9000015258789,28.649999618530273,1988-01-01 12:00:00,2.4724693,-1.676626,101705.38,303.38065,214576.88
76.9000015258789,28.649999618530273,1988-01-01 13:00:00,1.8706298,-2.3757787,101772.39,298.12048,178.375
76.9000015258789,28.649999618530273,1988-01-01 14:00:00,1.3658929,-2.586542,101799.98,296.22018,0.0
76.9000015258789,28.649999618530273,1988-01-01 15:00:00,1.4085294,-2.472984,101880.49,295.00992,0.0
76.9000015258789,28.649999618530273,1988-01-01 16:00:00,1.5275664,-2.129222,101928.01,294.61252,0.0
76.9000015258789,28.649999618530273,1988-01-01 17:00:00,1.6313235,-1.9444406,101962.2,295.57712,0.0
76.9000015258789,28.649999618530273,1988-01-01 18:00:00,1.5073572,-1.7514832,101926.58,293.76712,0.0
76.9000015258789,28.649999618530273,1988-01-01 19:00:00,1.3597316,-1.7789187,101920.586,295.42175,0.0
76.9000015258789,28.649999618530273,1988-01-01 20:00:00,1.1258471,-1.8784862,101908.984,290.3025,0.0
76.9000015258789,28.649999618530273,1988-01-01 21:00:00,0.76109594,-2.148118,101850.67,290.8697,0.0
76.9000015258789,28.649999618530273,1988-01-01 22:00:00,0.9380496,-2.137398,101896.664,294.291,0.0
76.9000015258789,28.649999618530273,1988-01-01 23:00:00,0.781798,-2.1737366,101824.47,284.24753,0.0
76.9000015258789,28.649999618530273,1988-01-02 00:00:00,1.2756909,-0.98546755,101829.23,283.6659,0.0
76.9000015258789,28.649999618530273,1988-01-02 01:00:00,1.6019955,0.23350742,101841.64,281.939,0.0
76.9000015258789,28.649999618530273,1988-01-02 02:00:00,1.463735,0.3067295,101911.55,284.25836,3744.25
76.9000015258789,28.649999618530273,1988-01-02 03:00:00,2.524471,0.326534,101992.83,288.59006,222109.88
76.9000015258789,28.649999618530273,1988-01-02 04:00:00,2.2343953,-0.076460004,102087.234,296.71152,629690.06
76.9000015258789,28.649999618530273,1988-01-02 05:00:00,2.29453,-0.40441495,102105.02,301.6393,1094458.0
76.9000015258789,28.649999618530273,1988-01-02 06:00:00,2.3943436,-0.64606595,102076.01,311.9537,1353474.8
76.9000015258789,28.649999618530273,1988-01-02 07:00:00,2.4337761,-0.7365489,101975.9,318.06647,1583117.5
76.9000015258789,28.649999618530273,1988-01-02 08:00:00,2.3598402,-0.910792,101898.47,319.52963,1626665.8
76.9000015258789,28.649999618530273,1988-01-02 09:00:00,2.1575017,-1.1239173,101838.88,322.7811,1405536.6
76.9000015258789,28.649999618530273,1988-01-02 10:00:00,1.9790695,-1.1422682,101808.914,324.98486,1017568.75
76.9000015258789,28.649999618530273,1988-01-02 11:00:00,1.0334271,-0.8486532,101810.53,319.05997,578876.25
76.9000015258789,28.649999618530273,1988-01-02 12:00:00,1.6485752,-1.9731481,101825.086,318.0231,161980.12
76.9000015258789,28.649999618530273,1988-01-02 13:00:00,1.1990439,-2.0727155,101891.24,317.0802,267.5
76.9000015258789,28.649999618530273,1988-01-02 14:00:00,1.0775423,-2.2440517,101910.65,314.0563,0.0
76.9000015258789,28.649999618530273,1988-01-02 15:00:00,1.2074233,-2.3269033,101984.94,305.99628,0.0
76.9000015258789,28.649999618530273,1988-01-02 16:00:00,1.681107,-1.9996753,101949.836,305.411,0.0
76.9000015258789,28.649999618530273,1988-01-02 17:00:00,2.1382785,-1.278901,101990.5,305.1798,0.0
76.9000015258789,28.649999618530273,1988-01-02 18:00:00,2.156023,-1.0508769,101934.33,305.0714,0.0
76.9000015258789,28.649999618530273,1988-01-02 19:00:00,1.871862,-1.0492417,101929.91,299.92325,0.0
76.9000015258789,28.649999618530273,1988-01-02 20:00:00,1.5899192,-1.3933673,101903.89,298.40228,0.0
76.9000015258789,28.649999618530273,1988-01-02 21:00:00,1.2527708,-1.8354251,101888.72,310.31714,0.0
76.9000015258789,28.649999618530273,1988-01-02 22:00:00,1.2599179,-1.7462142,101782.86,306.7983,0.0
76.9000015258789,28.649999618530273,1988-01-02 23:00:00,1.6209724,-1.0218061,101808.73,306.50928,0.0
76.9000015258789,28.649999618530273,1988-01-03 00:00:00,1.6219581,-0.39115143,101863.99,302.5244,0.0
76.9000015258789,28.649999618530273,1988-01-03 01:00:00,1.9411155,-0.36807644,101893.24,299.04895,0.0
76.9000015258789,28.649999618530273,1988-01-03 02:00:00,1.8674259,-0.5270574,101961.586,311.06497,2986.5
76.9000015258789,28.649999618530273,1988-01-03 03:00:00,2.1340888,-0.4085939,102001.34,318.09177,167462.75
76.9000015258789,28.649999618530273,1988-01-03 04:00:00,1.8610182,-0.4910823,102033.83,314.35257,584849.06
76.9000015258789,28.649999618530273,1988-01-03 05:00:00,2.4493027,-1.004182,102044.43,314.93784,1077698.4
76.9000015258789,28.649999618530273,1988-01-03 06:00:00,2.8165185,-1.593229,101991.02,309.2694,1594350.0
76.9000015258789,28.649999618530273,1988-01-03 07:00:00,2.8175044,-1.8948386,101871.03,316.62137,1750446.5
76.9000015258789,28.649999618530273,1988-01-03 08:00:00,2.8019779,-2.1637435,101754.555,320.43643,1715099.6
76.9000015258789,28.649999618530273,1988-01-03 09:00:00,2.64893,-2.3676026,101687.5,326.16986,1473912.4
76.9000015258789,28.649999618530273,1988-01-03 10:00:00,2.939992,-1.8305194,101609.88,325.36423,1131855.2
